time,X[s],Avanti sensor 2: ACC.X 2,Avanti sensor 2: ACC.Y 2,Avanti sensor 2: ACC.Z 2,Avanti sensor 2: GYRO.X 2,Avanti sensor 2: GYRO.Y 2,Avanti sensor 2: GYRO.Z 2
2024-02-07 15:12:01.000000,0.14175,0.421875,-1.03125,0.0092773,-51.34146,13.17073,-5.670732
2024-02-07 15:12:01.007000,0.1485,0.4995117,-0.9614258,-0.1572266,-50.0,4.939024,-8.597561
2024-02-07 15:12:01.014000,0.15525,0.4516602,-0.9550781,-0.3061523,-52.7439,2.317073,-15.60976
2024-02-07 15:12:01.021000,0.162,0.3022461,-0.9838867,-0.371582,-51.21951,0.9146342,-23.96342
2024-02-07 15:12:01.028000,0.16875,0.109375,-1.000977,-0.3588867,-43.90244,3.780488,-30.36585
2024-02-07 15:12:01.035000,0.1755,-0.074707,-0.9819336,-0.3642578,-34.02439,3.47561,-32.5
2024-02-07 15:12:01.042000,0.18225,-0.2128906,-0.9770508,-0.3671875,-27.43903,-4.329268,-30.67073
2024-02-07 15:12:01.049000,0.189,-0.3310547,-0.9916992,-0.3442383,-25.73171,-7.865854,-26.76829
2024-02-07 15:12:01.056000,0.19575,-0.4272461,-1.01709,-0.3554688,-25.36585,-11.95122,-22.0122
2024-02-07 15:12:01.063000,0.2025,-0.4501953,-1.026855,-0.3720703,-26.09756,-21.58537,-17.07317
2024-02-07 15:12:01.070000,0.20925,-0.4321289,-1.052734,-0.3710938,-22.43902,-36.82927,-11.89024
2024-02-07 15:12:01.077000,0.216,-0.3417969,-1.04541,-0.3398438,-14.5122,-53.47561,-7.987805
2024-02-07 15:12:01.084000,0.22275,-0.2290039,-0.9931641,-0.3291016,-10.91463,-59.69512,-5.731708
2024-02-07 15:12:01.091000,0.2295,-0.1347656,-0.9638672,-0.3310547,-10.18293,-55.85366,-4.573171
2024-02-07 15:12:01.098000,0.23625,-0.0429688,-0.9609375,-0.3525391,-10.36585,-52.31707,-4.634146
2024-02-07 15:12:01.105000,0.243,0.0361328,-0.9716797,-0.3417969,-11.34146,-43.59756,-5.54878
2024-02-07 15:12:01.112000,0.24975,0.1064453,-0.987793,-0.3256836,-11.95122,-35.30488,-6.219512
2024-02-07 15:12:01.119000,0.2565,0.1855469,-1.001953,-0.331543,-13.71951,-26.03659,-6.280488
2024-02-07 15:12:01.126000,0.26325,0.2290039,-1.015137,-0.3291016,-15.06098,-15.12195,-6.402439
2024-02-07 15:12:01.133000,0.27,0.237793,-1.01123,-0.3222656,-15.06098,-6.097561,-6.646342
2024-02-07 15:12:01.140000,0.27675,0.2163086,-0.9936523,-0.3046875,-13.41463,2.317073,-6.829268
2024-02-07 15:12:01.147000,0.2835,0.1557617,-0.965332,-0.2993164,-10.36585,11.64634,-7.743903
2024-02-07 15:12:01.154000,0.29025,0.0878906,-0.9423828,-0.3178711,-9.390244,18.59756,-8.597561
2024-02-07 15:12:01.161000,0.297,0.0214844,-0.9404297,-0.324707,-10.30488,22.07317,-9.695122
2024-02-07 15:12:01.168000,0.30375,-0.0048828,-0.940918,-0.3217773,-11.40244,23.47561,-10.67073
2024-02-07 15:12:01.175000,0.3105,-0.0576172,-0.9487305,-0.3242188,-13.04878,25.0,-11.70732
2024-02-07 15:12:01.182000,0.31725,-0.1088867,-0.956543,-0.3393555,-14.7561,25.79268,-12.0122
2024-02-07 15:12:01.189000,0.324,-0.15625,-0.9692383,-0.3383789,-15.67073,24.14634,-11.70732
2024-02-07 15:12:01.196000,0.33075,-0.1948242,-0.9765625,-0.3334961,-16.52439,22.68293,-11.21951
2024-02-07 15:12:01.203000,0.3375,-0.2275391,-0.980957,-0.3251953,-17.37805,22.37805,-10.67073
2024-02-07 15:12:01.210000,0.34425,-0.2529297,-0.9956055,-0.3198242,-19.5122,24.08537,-9.390244
2024-02-07 15:12:01.217000,0.351,-0.2587891,-1.009766,-0.3037109,-21.52439,27.2561,-7.439024
2024-02-07 15:12:01.224000,0.35775,-0.2470703,-1.016602,-0.265625,-22.80488,29.45122,-5.304878
2024-02-07 15:12:01.231000,0.3645,-0.21875,-1.013184,-0.2348633,-23.90244,28.29268,-3.170732
2024-02-07 15:12:01.238000,0.37125,-0.1723633,-1.026855,-0.215332,-23.78049,24.69512,-1.95122
2024-02-07 15:12:01.245000,0.378,-0.1201172,-1.043457,-0.2084961,-21.89024,24.5122,-1.402439
2024-02-07 15:12:01.252000,0.38475,-0.0678711,-1.054199,-0.1728516,-20.4878,28.65854,-1.036585
2024-02-07 15:12:01.259000,0.3915,-0.0307617,-1.062012,-0.1293945,-18.04878,34.63415,-0.4878049
2024-02-07 15:12:01.266000,0.39825,-0.0161133,-1.062988,-0.1123047,-15.85366,41.52439,0.4878049
2024-02-07 15:12:01.273000,0.405,-0.0024414,-1.069336,-0.0864258,-14.02439,50.54878,1.707317
2024-02-07 15:12:01.280000,0.41175,-0.0053711,-1.069336,-0.0737305,-12.43902,59.63415,3.170732
2024-02-07 15:12:01.287000,0.4185,-0.012207,-1.072754,-0.1064453,-10.2439,66.21951,3.963415
2024-02-07 15:12:01.294000,0.42525,-0.027832,-1.077148,-0.1508789,-9.146341,72.68293,2.926829
2024-02-07 15:12:01.301000,0.432,-0.0771484,-1.083984,-0.1645508,-9.146341,74.81708,2.195122
2024-02-07 15:12:01.308000,0.43875,-0.137207,-1.094238,-0.1826172,-8.292683,77.98781,1.707317
2024-02-07 15:12:01.315000,0.4455,-0.1875,-1.103027,-0.1948242,-6.585366,80.36585,2.073171
2024-02-07 15:12:01.322000,0.45225,-0.2197266,-1.097656,-0.2148438,-3.780488,79.57317,3.170732
2024-02-07 15:12:01.329000,0.459,-0.2285156,-1.060547,-0.2509766,-0.0609756,77.68293,3.841464
2024-02-07 15:12:01.336000,0.46575,-0.2241211,-1.006348,-0.3076172,3.292683,76.34147,4.02439
2024-02-07 15:12:01.343000,0.4725,-0.1987305,-0.9570313,-0.355957,4.573171,73.35366,3.719512
2024-02-07 15:12:01.350000,0.47925,-0.1645508,-0.9223633,-0.3828125,3.902439,69.7561,2.926829
2024-02-07 15:12:01.357000,0.486,-0.1342773,-0.9121094,-0.3999023,2.865854,68.17073,1.890244
2024-02-07 15:12:01.364000,0.49275,-0.1152344,-0.9111328,-0.4208984,2.621951,68.65854,0.9146342
2024-02-07 15:12:01.371000,0.4995,-0.1074219,-0.9091797,-0.4331055,1.707317,67.31708,-0.6707317
2024-02-07 15:12:01.378000,0.50625,-0.0966797,-0.9116211,-0.4516602,-0.0609756,63.17073,-2.439024
2024-02-07 15:12:01.385000,0.513,-0.1005859,-0.9174805,-0.4580078,-2.073171,57.37805,-3.841464
2024-02-07 15:12:01.392000,0.51975,-0.1088867,-0.9350586,-0.456543,-3.536585,50.36586,-4.756098
2024-02-07 15:12:01.399000,0.5265,-0.1118164,-0.9511719,-0.4423828,-3.47561,42.80488,-4.756098
2024-02-07 15:12:01.406000,0.53325,-0.0898438,-0.9667969,-0.4277344,-3.04878,39.20732,-4.45122
2024-02-07 15:12:01.413000,0.54,-0.0551758,-0.9780273,-0.4082031,-2.743902,31.40244,-3.780488
2024-02-07 15:12:01.420000,0.54675,-0.0117188,-0.980957,-0.3759766,-2.560976,23.10976,-3.658537
2024-02-07 15:12:01.427000,0.5535,0.015625,-0.9750977,-0.3500977,-2.134146,16.58537,-4.085366
2024-02-07 15:12:01.434000,0.56025,0.0390625,-0.9633789,-0.328125,-1.890244,12.62195,-4.817073
2024-02-07 15:12:01.441000,0.567,0.0454102,-0.9477539,-0.3208008,-2.012195,10.42683,-5.853659
2024-02-07 15:12:01.448000,0.57375,0.0415039,-0.9438477,-0.3120117,-2.5,9.878049,-7.195122
2024-02-07 15:12:01.455000,0.5805,0.0288086,-0.9526367,-0.3115234,-3.231707,10.97561,-8.231708
2024-02-07 15:12:01.462000,0.58725,0.0209961,-0.9692383,-0.3178711,-3.841464,14.02439,-8.658537
2024-02-07 15:12:01.469000,0.594,0.0195313,-0.9775391,-0.3276367,-3.719512,18.17073,-8.841464
2024-02-07 15:12:01.476000,0.60075,0.0175781,-0.9863281,-0.3417969,-3.841464,22.37805,-8.963415
2024-02-07 15:12:01.483000,0.6075,0.0200195,-0.9833984,-0.3510742,-4.45122,25.2439,-8.597561
2024-02-07 15:12:01.490000,0.61425,0.0253906,-0.9648438,-0.355957,-5.243903,27.0122,-8.536586
2024-02-07 15:12:01.497000,0.621,0.0351563,-0.9589844,-0.362793,-5.670732,27.5,-8.536586
2024-02-07 15:12:01.504000,0.62775,0.0454102,-0.9570313,-0.3691406,-5.914634,27.86585,-8.658537
2024-02-07 15:12:01.511000,0.6345,0.0527344,-0.9536133,-0.3730469,-6.463415,27.2561,-8.902439
2024-02-07 15:12:01.518000,0.64125,0.0576172,-0.9599609,-0.3730469,-7.439024,25.54878,-8.902439
2024-02-07 15:12:01.525000,0.648,0.0532227,-0.96875,-0.3730469,-8.109756,22.7439,-8.780488
2024-02-07 15:12:01.532000,0.65475,0.0463867,-0.9760742,-0.3725586,-8.170732,20.67073,-8.719512
2024-02-07 15:12:01.539000,0.6615,0.0478516,-0.9804688,-0.3681641,-8.170732,18.78049,-8.231708
2024-02-07 15:12:01.546000,0.66825,0.0541992,-0.9794922,-0.3618164,-8.170732,17.9878,-7.743903
2024-02-07 15:12:01.553000,0.675,0.0595703,-0.9790039,-0.3535156,-7.926829,18.96342,-7.378049
2024-02-07 15:12:01.560000,0.68175,0.0576172,-0.9785156,-0.3457031,-7.560976,20.60976,-7.621952
2024-02-07 15:12:01.567000,0.6885,0.0415039,-0.9755859,-0.3505859,-6.585366,22.43902,-8.109756
2024-02-07 15:12:01.574000,0.69525,0.034668,-0.9716797,-0.3574219,-6.585366,23.59756,-8.597561
2024-02-07 15:12:01.581000,0.702,0.0175781,-0.9750977,-0.3666992,-7.195122,23.71951,-8.780488
2024-02-07 15:12:01.588000,0.70875,0.0014648,-0.9785156,-0.3632813,-7.804878,22.43902,-8.841464
2024-02-07 15:12:01.595000,0.7155,-0.0185547,-0.9868164,-0.3564453,-8.109756,20.79268,-8.902439
2024-02-07 15:12:01.602000,0.72225,-0.0385742,-0.9936523,-0.3569336,-7.926829,19.14634,-8.658537
2024-02-07 15:12:01.609000,0.729,-0.0551758,-0.9970703,-0.3686523,-7.804878,18.35366,-8.47561
2024-02-07 15:12:01.616000,0.73575,-0.0649414,-1.001465,-0.3764648,-7.073171,16.95122,-7.926829
2024-02-07 15:12:01.623000,0.7425,-0.0610352,-1.004883,-0.3867188,-5.97561,15.48781,-7.195122
2024-02-07 15:12:01.630000,0.74925,-0.0527344,-1.000977,-0.3828125,-4.939024,13.35366,-5.54878
2024-02-07 15:12:01.637000,0.756,-0.0239258,-0.9936523,-0.3759766,-3.780488,11.58537,-4.02439
2024-02-07 15:12:01.644000,0.76275,0.0048828,-0.9785156,-0.3623047,-2.560976,10.79268,-3.04878
2024-02-07 15:12:01.651000,0.7695,0.0322266,-0.972168,-0.3496094,-2.317073,10.97561,-2.5
2024-02-07 15:12:01.658000,0.77625,0.0537109,-0.972168,-0.3305664,-2.804878,12.2561,-2.378049
2024-02-07 15:12:01.665000,0.783,0.065918,-0.9775391,-0.3203125,-3.292683,14.02439,-2.560976
2024-02-07 15:12:01.672000,0.78975,0.0673828,-0.980957,-0.3095703,-3.414634,16.34146,-2.743902
2024-02-07 15:12:01.679000,0.7965,0.0732422,-0.9838867,-0.2988281,-3.536585,18.84146,-2.560976
2024-02-07 15:12:01.686000,0.80325,0.0786133,-0.987793,-0.2958984,-3.658537,22.13415,-2.439024
2024-02-07 15:12:01.693000,0.81,0.0766602,-0.9882813,-0.2963867,-4.02439,26.03659,-2.378049
2024-02-07 15:12:01.700000,0.81675,0.0722656,-0.9873047,-0.3032227,-4.573171,28.84146,-2.439024
2024-02-07 15:12:01.707000,0.8235,0.0629883,-0.9907227,-0.3071289,-4.817073,29.81707,-2.560976
2024-02-07 15:12:01.714000,0.83025,0.0415039,-0.9921875,-0.3120117,-5.060976,31.21951,-2.865854
2024-02-07 15:12:01.721000,0.837,0.0175781,-0.9902344,-0.3251953,-4.817073,31.09756,-3.231707
2024-02-07 15:12:01.728000,0.84375,-0.0053711,-0.9780273,-0.3300781,-5.54878,29.87805,-3.780488
2024-02-07 15:12:01.735000,0.8505,-0.0297852,-0.9667969,-0.3383789,-5.914634,28.04878,-4.085366
2024-02-07 15:12:01.742000,0.85725,-0.0449219,-0.9584961,-0.3447266,-6.280488,25.06098,-4.695122
2024-02-07 15:12:01.749000,0.864,-0.0507813,-0.9580078,-0.3481445,-6.52439,21.89024,-4.756098
2024-02-07 15:12:01.756000,0.87075,-0.059082,-0.9633789,-0.3452148,-6.158537,19.02439,-5.0
2024-02-07 15:12:01.763000,0.8775,-0.0556641,-0.9658203,-0.3452148,-5.731708,16.03658,-5.060976
2024-02-07 15:12:01.770000,0.88425,-0.0527344,-0.9711914,-0.3510742,-5.54878,13.47561,-5.182927
2024-02-07 15:12:01.777000,0.891,-0.0449219,-0.972168,-0.3579102,-5.487805,10.48781,-5.060976
2024-02-07 15:12:01.784000,0.89775,-0.0327148,-0.9716797,-0.3774414,-5.97561,6.036585,-5.365854
2024-02-07 15:12:01.791000,0.9045,-0.0161133,-0.9667969,-0.3823242,-9.268292,0.3658537,-5.426829
2024-02-07 15:12:01.798000,0.91125,-0.0097656,-0.9760742,-0.3686523,-11.64634,-2.682927,-5.609756
2024-02-07 15:12:01.805000,0.918,-0.0014648,-0.9858398,-0.3662109,-13.41463,-4.390244,-5.54878
2024-02-07 15:12:01.812000,0.92475,-0.0004883,-0.9775391,-0.3891602,-14.63415,-5.121951,-5.365854
2024-02-07 15:12:01.819000,0.9315,-0.0053711,-0.9648438,-0.418457,-20.0,-5.365854,-5.060976
2024-02-07 15:12:01.826000,0.93825,-0.0224609,-0.9873047,-0.3740234,-25.60976,-5.304878,-4.329268
2024-02-07 15:12:01.833000,0.945,-0.015625,-1.037598,-0.2680664,-24.32927,-12.13415,-2.926829
2024-02-07 15:12:01.840000,0.95175,0.0131836,-1.050293,-0.2167969,-16.03658,-19.08537,-2.134146
2024-02-07 15:12:01.847000,0.9585,0.0449219,-1.009766,-0.2543945,-8.963415,-20.36585,-2.439024
2024-02-07 15:12:01.854000,0.96525,0.0561523,-0.965332,-0.3266602,-9.573171,-18.65854,-3.536585
2024-02-07 15:12:01.861000,0.972,0.0585938,-0.9345703,-0.3994141,-14.20732,-18.23171,-3.902439
2024-02-07 15:12:01.868000,0.97875,0.0551758,-0.9350586,-0.4501953,-22.13415,-19.69512,-4.45122
2024-02-07 15:12:01.875000,0.9855,0.0458984,-0.9516602,-0.4462891,-28.10976,-20.18293,-5.487805
2024-02-07 15:12:01.882000,0.99225,0.0219727,-1.01416,-0.3481445,-26.46342,-23.29268,-4.817073
2024-02-07 15:12:01.889000,0.999,0.0229492,-1.061035,-0.2407227,-17.92683,-31.70732,-3.47561
2024-02-07 15:12:01.896000,1.00575,0.0463867,-1.056152,-0.2475586,-12.56098,-40.54878,-2.560976
2024-02-07 15:12:01.903000,1.0125,0.0644531,-1.013672,-0.3242188,-12.37805,-41.15854,-2.621951
2024-02-07 15:12:01.910000,1.01925,0.0595703,-0.9868164,-0.3110352,-14.14634,-40.79268,-2.439024
2024-02-07 15:12:01.917000,1.026,0.0625,-0.9926758,-0.2275391,-15.30488,-40.06098,-2.012195
2024-02-07 15:12:01.924000,1.03275,0.0839844,-0.9985352,-0.2084961,-8.231708,-31.28049,-1.402439
2024-02-07 15:12:01.931000,1.0395,0.0883789,-0.9824219,-0.2666016,0.0,-18.10976,-1.707317
2024-02-07 15:12:01.938000,1.04625,0.0874023,-0.956543,-0.3344727,1.890244,-8.170732,-1.341463
2024-02-07 15:12:01.945000,1.053,0.078125,-0.9560547,-0.3793945,-0.7317073,-1.890244,-1.097561
2024-02-07 15:12:01.952000,1.05975,0.0615234,-0.972168,-0.4038086,-0.7926829,1.219512,-1.036585
2024-02-07 15:12:01.959000,1.0665,0.0395508,-0.9541016,-0.4228516,1.463415,0.4268293,-1.219512
2024-02-07 15:12:01.966000,1.07325,0.0419922,-0.921875,-0.4262695,-2.5,2.439024,-0.3048781
2024-02-07 15:12:01.973000,1.08,0.050293,-0.9165039,-0.3818359,-7.439024,10.48781,0.7926829
2024-02-07 15:12:01.980000,1.08675,0.0537109,-0.921875,-0.3569336,-7.5,16.46342,0.8536586
2024-02-07 15:12:01.987000,1.0935,0.0439453,-0.9370117,-0.3505859,-6.036585,17.19512,0.0609756
2024-02-07 15:12:01.994000,1.10025,0.0229492,-0.9423828,-0.3686523,-5.609756,17.86585,-1.707317
2024-02-07 15:12:02.001000,1.107,-0.0126953,-0.9521484,-0.3891602,-7.5,20.73171,-3.109756
2024-02-07 15:12:02.008000,1.11375,-0.0664063,-0.96875,-0.3720703,-9.329268,22.2561,-3.231707
2024-02-07 15:12:02.015000,1.1205,-0.0908203,-0.9936523,-0.34375,-8.536586,21.40244,-2.865854
2024-02-07 15:12:02.022000,1.12725,-0.0825195,-0.9916992,-0.347168,-5.853659,17.56098,-2.5
2024-02-07 15:12:02.029000,1.134,-0.0541992,-0.972168,-0.3652344,-4.878049,16.15854,-2.317073
2024-02-07 15:12:02.036000,1.14075,-0.0288086,-0.9550781,-0.3452148,-7.134147,14.02439,-1.707317
2024-02-07 15:12:02.043000,1.1475,-0.0073242,-0.9716797,-0.2958984,-8.841464,10.54878,-1.585366
2024-02-07 15:12:02.050000,1.15425,-0.0039063,-0.9921875,-0.2680664,-7.865854,9.634147,-1.402439
2024-02-07 15:12:02.057000,1.161,-0.0078125,-1.013184,-0.2641602,-7.073171,10.73171,-1.585366
2024-02-07 15:12:02.064000,1.16775,-0.015625,-1.032715,-0.2480469,-7.073171,13.90244,-0.9756098
2024-02-07 15:12:02.071000,1.1745,-0.003418,-1.044434,-0.2246094,-5.54878,19.45122,-0.0609756
2024-02-07 15:12:02.078000,1.18125,-0.0009766,-1.046875,-0.2231445,-2.865854,22.86585,0.5487805
2024-02-07 15:12:02.085000,1.188,0.0078125,-1.032227,-0.2373047,-1.158537,24.32927,0.9146342
2024-02-07 15:12:02.092000,1.19475,0.012207,-1.01416,-0.2607422,-1.463415,27.13415,1.52439
2024-02-07 15:12:02.099000,1.2015,0.0141602,-1.005859,-0.2890625,-1.402439,29.14634,2.195122
2024-02-07 15:12:02.106000,1.20825,0.019043,-0.996582,-0.3017578,-1.890244,29.57317,2.743902
2024-02-07 15:12:02.113000,1.215,0.0283203,-0.9868164,-0.2832031,-2.012195,29.39025,3.231707
2024-02-07 15:12:02.120000,1.22175,0.0258789,-0.9873047,-0.2817383,-0.8536586,28.96342,3.597561
2024-02-07 15:12:02.127000,1.2285,0.027832,-0.9794922,-0.3129883,0.1219512,31.09756,3.719512
2024-02-07 15:12:02.134000,1.23525,0.027832,-0.9731445,-0.3295898,-0.5487805,35.06098,4.085366
2024-02-07 15:12:02.141000,1.242,0.0258789,-0.9672852,-0.331543,-1.52439,39.39024,4.329268
